Paragraph	Hovedområde	Aktivitetsområde	Hovedkonto	Underkonto	Standardkonto	R 2015	B 2016	F 2017	BO 1 2018	BO 2 2019	BO 3 2020
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Hensættelser vedrørende alment boligbyggeri	Hensættelse vedrørende ydelsesstøtte	Hensættelse vedr ydelsesstøtte bol. indeks.	Andre ordinære driftsomkostninger	-474.7	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Afskrivninger på lån vedr. byfornyelse mv.	Afskr. af uerholdelige beløb, alm. bol., UDK	Tilskud til erhverv	9.6	10.0	10.0	10.0	10.0	10.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Lån og garantier vedrørende byfornyelse mv.	Indfrielse af garanti vedrørende tabslån (san	Statslige udlån, tilgang	20.8	20.0	20.0	20.0	20.0	20.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Lån og garantier vedrørende byfornyelse mv.	Indfrielse af garanti vedrørende tabslån (san	Statslige udlån, afgang	0.0	-10.0	-10.0	-10.0	-10.0	-10.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Lån og garantier vedrørende byfornyelse mv.	Afdrag og indfr. på lån til byfornyelse., UDK	Statslige udlån, afgang	-14.9	-10.0	-10.0	-10.0	-10.0	-10.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Udredning og forsøg vedrørende byfornyelse	Udredning og forsøg	Tilskud til erhverv	3.6	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Udredning og forsøg vedrørende byfornyelse	Udredning og forsøg	Tilskud til anden virks. og invest.tilskud	0.0	5.7	5.8	5.8	5.8	5.8
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Oplysning og vejledning vedrørende byforn.	Oplysning og vejledning	Andre driftsindtægter	-0.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Oplysning og vejledning vedrørende byforn.	Oplysning og vejledning	Andre ordinære driftsomkostninger	-0.0	1.1	1.1	1.1	1.1	1.1
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Oplysning og vejledning vedrørende byforn.	Oplysning og vejledning	Tilskud til erhverv	5.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Oplysning og vejledning vedrørende byforn.	Oplysning og vejledning	Tilskud til anden virks. og invest.tilskud	0.0	3.9	3.9	3.9	3.9	3.9
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Saneringslån og saneringstilskud	Refusion fra Københavns Kommune	Andre driftsindtægter	-0.9	-1.0	-1.0	-1.0	-1.0	-1.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Byfornyelse	Erstatninger vedrørende påbud	Tilskud til anden virks. og invest.tilskud	0.0	2.0	0.5	0.5	0.4	0.4
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Byfornyelse	Kontant tilskud til ejer- og andelsboliger	Overførselsudgifter til kommuner og regioner	-0.0	53.3	36.9	35.5	31.1	29.4
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Byfornyelse	Støtte til vedligeholdelsesudgifter	Andre driftsindtægter	-1.1	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Byfornyelse	Støtte til vedligeholdelsesudgifter	Andre ordinære driftsomkostninger	1.1	1.2	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Byfornyelse	Støtte til vedligeholdelsesudgifter	Overførselsudgifter til kommuner og regioner	0.0	25.5	27.3	26.2	23.0	21.7
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Byfornyelse	Støtte til vedligeholdelsesudgifter	Interne statslige overførselsudgifter	10.3	10.4	10.0	10.0	10.0	10.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Byfornyelse	Støtte til vedligeholdelsesudgifter	Tilskud til anden virks. og invest.tilskud	186.5	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Byfornyelse	Indfasningsstøtte til forbedringsarbejder	Overførselsudgifter til kommuner og regioner	0.0	10.2	4.8	4.6	4.0	3.8
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Byfornyelse	Refusion af udgifter til områdefornyelse	Overførselsudgifter til kommuner og regioner	80.0	60.0	70.0	70.0	70.0	70.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Byfornyelse	Refusion af byfornyelsesudgift	Overførselsudgifter til kommuner og regioner	-0.0	44.5	37.9	36.6	32.1	30.3
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Byfornyelse	Kontant betaling af byfornyelsestab	Tilskud til erhverv	0.0	0.1	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Byfornyelse	Refusion af byfornyelsesudgifter	Overførselsudgifter til kommuner og regioner	0.0	0.2	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Byfornyelse	Byfornyelse	Forbedringstilskud til udlejningsboliger	Tilskud til erhverv	0.0	0.1	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Privat boligbyggeri	Afskrivninger på lån til private boliger mv.	Afskr. på uerholdelige beløb, priv. bol., UDK	Tilskud til erhverv	0.0	1.0	1.0	1.0	1.0	1.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Privat boligbyggeri	Lån og garantier til private boliger mv.	Afdrag og indfr. på lån til priv. bol., UDK	Statslige udlån, afgang	-2.3	-1.0	-1.0	-1.0	-1.0	-1.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Privat boligbyggeri	Energibesparelser i den private boligsektor	Energirenoveringer og klimatilpasninger	Andre ordinære driftsomkostninger	0.0	1.0	1.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Privat boligbyggeri	Energibesparelser i den private boligsektor	Energirenoveringer og klimatilpasninger	Interne statslige overførselsudgifter	1.5	1.5	1.5	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Privat boligbyggeri	Energibesparelser i den private boligsektor	Energirenoveringer og klimatilpasninger	Tilskud til erhverv	0.0	47.5	47.8	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Privat boligbyggeri	Energibesparelser i den private boligsektor	Energirenoveringer og klimatilpasninger	Tilskud til anden virks. og invest.tilskud	31.6	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Privat boligbyggeri	Tilskud til etablering af midlertidige bolig	Tilskud til midlertidige boliger	Overførselsudgifter til kommuner og regioner	0.0	0.0	75.8	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Privat boligbyggeri	Støtte til beboerindskud i friplejeboliger	Beboerindskud i friplejeboliger	Statslige udlån, tilgang	0.0	0.7	0.7	0.7	0.7	0.7
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Privat boligbyggeri	Tilskud til indretning af servicearealer	Tilskud til indretning af servicearealer	Tilskud til erhverv	8.6	9.0	9.0	9.0	9.0	9.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Privat boligbyggeri	Støtte til friplejeboliger	Ydelsesstøtte til friplejeboliger	Interne statslige overførselsudgifter	4.0	4.0	4.0	4.0	4.0	4.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Privat boligbyggeri	Støtte til friplejeboliger	Ydelsesstøtte til friplejeboliger	Tilskud til erhverv	24.8	77.7	50.2	50.2	33.9	33.9
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Privat boligbyggeri	Administrationsgebyr vedrørende friplejebolig	Administrationsgebyr, Udbetaling Danmark	Kontrolafgifter og gebyrer	-0.3	-0.9	-0.8	-0.8	-0.9	-0.9
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Privat boligbyggeri	Støtte til andelsboliger	Ydelsesstøtte til andelsboliger med indekslån	Tilskud til erhverv	-0.8	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Afskrivninger på lån til almene boliger mv.	Afskr. af uerholdelige beløb, alm. bol., UDK	Tilskud til erhverv	3.2	12.0	12.0	12.0	12.0	12.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Lån og garantier til almene boliger mv.	Afdrag og indfr. vedr. lån til alm. bol., UDK	Statslige udlån, tilgang	-0.8	12.0	12.0	12.0	12.0	12.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Lån og garantier til almene boliger mv.	Afdrag og indfr. vedr. lån til alm. bol., UDK	Statslige udlån, afgang	-30.9	-80.0	-70.0	-70.0	-70.0	-70.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Lån og garantier til almene boliger mv.	Afdrag og indfr. vedr. lån til alm. bol., UDK	Værdipapirer, afgang	-1.7	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Energibesparelser i den almene boligsektor	Energisparepulje i den almene sektor	Andre ordinære driftsomkostninger	0.0	0.1	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Energibesparelser i den almene boligsektor	Energisparepulje i den almene sektor	Tilskud til erhverv	0.0	2.9	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Energibesparelser i den almene boligsektor	Energisparepulje i den almene sektor	Tilskud til anden virks. og invest.tilskud	0.5	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Forsøg i det almene boligbyggeri	Forsøg, opl. og inds. af data i alm. boligbg.	Tilskud til erhverv	0.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Forsøg i det almene boligbyggeri	Forsøg, opl. og inds. af data i alm. boligbg.	Tilskud til anden virks. og invest.tilskud	11.2	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Tilskud til inklusionsboliger	Støtte til etablering af inklusionsboliger	Andre ordinære driftsomkostninger	0.0	0.0	0.0	0.5	0.5	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Tilskud til inklusionsboliger	Støtte til etablering af inklusionsboliger	Interne statslige overførselsudgifter	0.0	0.0	0.3	0.3	0.3	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Tilskud til inklusionsboliger	Støtte til etablering af inklusionsboliger	Tilskud til erhverv	0.0	0.0	9.8	9.3	9.3	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Indsats i udsatte boligområder	Helhedsorienteret boligsocial indsats	Interne statslige overførselsudgifter	0.3	0.3	0.3	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Indsats i udsatte boligområder	Helhedsorienteret boligsocial indsats	Tilskud til anden virks. og invest.tilskud	9.7	9.9	10.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Indsats i ghettoområder	Tilskud til flyttehjælp	Interne statslige overførselsudgifter	0.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Indsats i ghettoområder	Tilskud til tv-overvågning	Tilskud til anden virks. og invest.tilskud	-1.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Indsats i ghettoområder	Tilskud til strat. samarbejder i ghettoomr.	Tilskud til anden virks. og invest.tilskud	-2.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Indsats i ghettoområder	Tilskud til fraflytning i ghettoområder	Tilskud til anden virks. og invest.tilskud	-2.8	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til boliger til unge	Ungdomsboligbidr til ommærkede almene boliger	Interne statslige overførselsudgifter	0.3	0.3	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til boliger til unge	Ungdomsboligbidr til ommærkede almene boliger	Tilskud til erhverv	14.5	9.9	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til startboliger til unge	Tilsk til etablering af startboliger til unge	Tilskud til erhverv	1.3	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til startboliger til unge	Støtte til etabl. af startboliger til unge	Andre ordinære driftsomkostninger	0.5	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til startboliger til unge	Støtte til etabl. af startboliger til unge	Interne statslige overførselsudgifter	0.1	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til startboliger til unge	Støtte til etabl. af startboliger til unge	Tilskud til erhverv	3.5	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til boligsocial indsats	Støtte til lige muligheder for børn	Interne statslige overførselsudgifter	0.2	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til boligsocial indsats	Støtte til lige muligheder for børn	Tilskud til anden virks. og invest.tilskud	-0.4	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til boligsocial indsats	Forebyggelse af udsættelse af lejere	Andre ordinære driftsomkostninger	0.0	0.3	0.3	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til boligsocial indsats	Forebyggelse af udsættelse af lejere	Interne statslige overførselsudgifter	0.3	0.2	0.2	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til boligsocial indsats	Forebyggelse af udsættelse af lejere	Tilskud til erhverv	0.0	4.5	4.5	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til boligsocial indsats	Forebyggelse af udsættelse af lejere	Tilskud til anden virks. og invest.tilskud	9.1	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til boligsocial indsats	Tilskud til foreb. af hjemløsh og udsættelser	Tilskud til anden virks. og invest.tilskud	-0.2	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til boligsocial indsats	Tilskud til helhedsor. gadeplansindsats	Tilskud til anden virks. og invest.tilskud	-2.6	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til boligsocial indsats	Tilskud til indsats i problemr. boligområder	Tilskud til anden virks. og invest.tilskud	-0.0	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Boligsocialt Udviklingscenter	Tilskud til Center for Boligsocial Udvikling	Tilskud til erhverv	5.8	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Boligsocialt Udviklingscenter	Tilskud til Center for Boligsocial Udvikling	Tilskud til anden virks. og invest.tilskud	0.0	5.8	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til beboerindskud	Støtte til betaling af beboerindskud	Statslige udlån, tilgang	5.3	22.9	23.1	23.1	23.1	23.1
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til beboerindskud	Støtte til betaling af beboerindskud	Statslige udlån, afgang	-13.2	-14.1	-14.2	-14.2	-14.2	-14.2
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Tab på garantier for flygtninges fraflytn	Tab på garantier for flygtninges fraflytn.	Overførselsudgifter til kommuner og regioner	4.8	5.0	6.0	6.0	6.0	2.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Boliger til yngre fysisk handicappede	Boliger til yngre fysisk handicappede	Tilskud til anden virks. og invest.tilskud	-1.7	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til fremme af udv. af almene boliger	Fremme af udv. af almene boliger mv.	Andre ordinære driftsomkostninger	0.2	0.0	0.0	0.0	0.0	0.0
Udlændinge-, Integrations-, og Boligmin.	Støtte til boligbyggeri, byfornyelse og bolig	Alment boligbyggeri	Støtte til fremme af udv. af almene boliger	Fremme af udv. af almene boliger mv.	Interne statslige overførselsudgifter	0.4	0.4	0.5	0.5	0.4	0.4
